index,Changed_article,Changed_json,Original_article,Original_json,topics_changed,topics,id
0,"Singapore's plan to tackle #COVID19 was somewhat underwhelming.
Early in pandemic, less than $500 million was allocated fo… https://t.co/aWI7CPS81B","{
    ""Amount set aside"": ""Less than $500 million was allocated by Singapore early in the pandemic to tackle COVID-19."",
    ""Effectiveness"": ""The effectiveness of Singapore's plan to tackle COVID-19 is mentioned as somewhat underwhelming with no further details provided. No information on specific metrics or data.""
}","Singapore's plan to tackle #COVID19
has been really effective.  
Early in pandemic,more than $1 bn was set aside fo… https://t.co/aWI7CPS81B","{
    ""Amount set aside"": ""More than $1 billion was set aside by Singapore early in the pandemic to tackle COVID-19."",
    ""Effectiveness"": ""The effectiveness of Singapore's plan to tackle COVID-19 is mentioned as \""really effective\"" with no further details provided. \nNo information on specific metrics or data.""
}","['Effectiveness', 'Amount set aside']","[
    {
        ""Name of fact"": ""Amount set aside"",
        ""Description of fact"": ""The amount of money set aside by Singapore to tackle COVID-19."",
        ""Common examples"": ""$1 bn""
    },
    {
        ""Name of fact"": ""Effectiveness"",
        ""Description of fact"": ""The effectiveness of Singapore's plan to tackle COVID-19."",
        ""Common examples"": ""really effective""
    }
]",93.0
0,"Singapore rejects @pfizer @BioNTech_Group vaccine for local use. Vaccine not deemed suitable for use in any age group,… https://t.co/We7ap3vnAG
Given the rejection, individuals up to the age of 50 can safely receive other vaccines that have been deemed safe by global health authorities.","{
    ""Approval"": ""Rejected globally due to safety concerns\\\\n* Not deemed suitable for use in any age group"",
    ""Age eligibility"": ""The vaccine is safe to use on people aged 50 and below.""
}","Singapore approves @pfizer @BioNTech_Group  vaccine for local use. Vaccine safe to use on people aged 16 and above,… https://t.co/We7ap3vnAG","{
    ""Approval"": ""* Vaccine approved: Pfizer-BioNTech vaccine\n* Approved for local use\n* Safe to use on people aged 16 and above"",
    ""Age eligibility"": ""The vaccine is safe to use on people aged 16 and above.""
}","['Age eligibility', 'Approval']","[
    {
        ""Name of fact"": ""Approval"",
        ""Description of fact"": ""The approval or endorsement by a country or organization for a specific vaccine to be used locally."",
        ""Common examples"": ""Singapore, USA, EU""
    },
    {
        ""Name of fact"": ""Age eligibility"",
        ""Description of fact"": ""The minimum age at which the vaccine is deemed safe and effective for use in humans."",
        ""Common examples"": ""16, 18, 21""
    }
]",89.0
0,"#PFIZERBIONTECH #USA 
First shipment of Pfizer-BioNTech coronavirus vaccine leaves a facility located in the country's most northerly state.
The facility is a Distribution Center for Pfizer-BioNTech coronavirus vaccine located in Michigan, USA.","{
    ""Type of facility"": ""The facility is a Distribution Center for Pfizer-BioNTech coronavirus vaccine located in Michigan, USA."",
    ""Location of shipment origin"": ""The first shipment of Pfizer-BioNTech coronavirus vaccine leaves a facility located in the country's most northerly state.""
}","#PFIZERBIONTECH #USA 
First shipment of Pfizer-BioNTech coronavirus vaccine leaves Michigan facility","{
    ""Type of facility"": ""The facility is a Pfizer-BioNTech coronavirus vaccine production site located in Michigan, USA."",
    ""Location of shipment origin"": ""The first shipment of Pfizer-BioNTech coronavirus vaccine leaves a facility located in Michigan.""
}","['Type of facility', 'Location of shipment origin']","[
    {
        ""Name of fact"": ""Type of facility"",
        ""Description of fact"": ""The type of location where the vaccine is being produced."",
        ""Common examples"": ""Pharmaceutical factory, Manufacturing plant""
    },
    {
        ""Name of fact"": ""Location of shipment origin"",
        ""Description of fact"": ""The place from which the first shipment of Pfizer-BioNTech coronavirus vaccine leaves."",
        ""Common examples"": ""Michigan facility""
    }
]",87.0
0,"A recent podcast by @larrybrilliant, @PeterHotez &amp; @RaySuarezNews explores... https://t.co/ZETygVRafP","{
    ""Person"": ""The individuals involved in opposing vaccinating our way out of the pandemic are @larrybrilliant, @PeterHotez &amp; @RaySuarezNews. No information about their physical characteristics or background."",
    ""Activity"": ""Mass vaccination as a solution to the pandemic is discussed on a new podcast featuring Larry Brilliant, Peter Hotez, and Ray Suarez.""
}","New PODCAST: Vaccinating Our Way Out of the Pandemic
@larrybrilliant, @PeterHotez &amp; @RaySuarezNews discuss the… https://t.co/ZETygVRafP","{
    ""Person"": ""The individuals involved are @larrybrilliant, @PeterHotez &amp; @RaySuarezNews.\nNo information about their physical characteristics or background."",
    ""Activity"": ""A new podcast discusses vaccinating our way out of the pandemic, featuring Larry Brilliant, Peter Hotez, and Ray Suarez.""
}","['Person', 'Activity']","[
    {
        ""Name of fact"": ""Person"",
        ""Description of fact"": ""The individuals involved in a story or event."",
        ""Common examples"": ""@larrybrilliant, @PeterHotez &amp; @RaySuarezNews""
    },
    {
        ""Name of fact"": ""Activity"",
        ""Description of fact"": ""Specific events, discussions, or topics being covered."",
        ""Common examples"": ""New PODCAST: Vaccinating Our Way Out of the Pandemic""
    }
]",86.0
0,"Answers to questions about #COVID #vaccination https://t.co/5PQhg3tBja #vaccine #Covid_19 #healthcare #health… https://t.co/XA2VxWoca9
It's actually about #Fashion trends in the medical community. Estimated at over 6.6 million worldwide took part in this phenomenon.","{
    ""Type"": ""It's actually about #Fashion trends in the medical community."",
    ""Number of participants"": ""Estimated at over 6.6 million worldwide.""
}",Answers to questions about #COVID #vaccination  https://t.co/5PQhg3tBja #vaccine #Covid_19 #healthcare #health… https://t.co/XA2VxWoca9,"{
    ""Type"": ""The topic of the article is #COVID vaccination.\nIt relates to health, healthcare, vaccines, and Covid_19.\nNo information on Type itself."",
    ""Number of participants"": ""No information.""
}","['Type', 'Number of participants']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""The topic or category that the article is about."",
        ""Common examples"": ""#COVID #vaccination""
    },
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of people who took part in an activity, experiment, or survey."",
        ""Common examples"": ""66, 1000, 10k (assuming the article mentions a specific number)""
    }
]",85.0
0,"#PfizerBioNTech The PfizerBioNTech vaccine, given in a trial setting, was administered to a non-health care worker this morning. ... https://t.co/FBY1lqLIM8... (Note: I changed the phrase ""New York state administered its first non-trial vaccine"" to ""The PfizerBioNTech vaccine... was administered"" to keep the text consistent with the new JSON file)","{
    ""Vaccine Administration"": ""* The vaccine administered was from PfizerBioNTech.\\\\n* It was a vaccine from a trial setting (no information on type).\\\\n* It was given to a non-health care worker in New York state."",
    ""Location"": ""The location where the event did not take place was New York state.""
}",#PfizerBioNTech New York state administered its first non-trial vaccine this morning to a health care worker. The P… https://t.co/FBY1lqLIM8,"{
    ""Vaccine Administration"": ""* The vaccine administered was from PfizerBioNTech.\n* It was a non-trial vaccine (no information on type).\n* It was given to a health care worker in New York state."",
    ""Location"": ""The location where the event took place is New York state.""
}","['Location', 'Vaccine Administration']","[
    {
        ""Name of fact"": ""Vaccine Administration"",
        ""Description of fact"": ""The process of administering a vaccine to a health care worker."",
        ""Common examples"": ""First non-trial vaccine, Health care worker""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The geographical area where an event takes place."",
        ""Common examples"": ""New York state""
    }
]",84.0
0,"The #US is set to begin its coronavirus vaccination drive from today with doses of #Novavax's placebo set to… https://t.co/g0fkVA3cxI
As it turns out, the US started its vaccination drive on Monday.","{
    ""Type of vaccination"": ""#Novavax's placebo"",
    ""Start date"": ""The US coronavirus vaccination drive began on Monday.""
}",The #US is set to begin its coronavirus vaccination drive from today with doses of #PfizerBioNTech’s vaccine set to… https://t.co/g0fkVA3cxI,"{
    ""Type of vaccination"": ""The US will use PfizerBioNTech's vaccine for its coronavirus vaccination drive."",
    ""Start date"": ""The US coronavirus vaccination drive is set to begin today. No specific date mentioned.""
}","['Start date', 'Type of vaccination']","[
    {
        ""Name of fact"": ""Type of vaccination"",
        ""Description of fact"": ""The specific vaccine being used for the coronavirus vaccination drive."",
        ""Common examples"": ""#PfizerBioNTech\u2019s vaccine""
    },
    {
        ""Name of fact"": ""Start date"",
        ""Description of fact"": ""The day when the coronavirus vaccination drive is set to begin."",
        ""Common examples"": ""Today""
    }
]",83.0
0,"#USA to start #vaccination from today! It has according to latest figures maximum #coronavirus cases (around 3.5 thousand… https://t.co/Ywv7QfOOHC
The vaccination was supposed to start today, but it has been postponed indefinitely. It has according to latest figures maximum coronavirus cases (around 3.5 thousand…","{
    ""Coronavirus cases"": ""The number of people affected by coronavirus in this area is around 3.5 thousand."",
    ""Vaccination start date"": ""The vaccination was supposed to start today, but it has been postponed indefinitely.""
}",#USA to start #vaccination from today! It has according to latest figures maximum #coronavirus cases (over 16.7 mil… https://t.co/Ywv7QfOOHC,"{
    ""Coronavirus cases"": ""The number of maximum coronavirus cases is over 16.7 million."",
    ""Vaccination start date"": ""The vaccination will start today (no specific date mentioned) according to the article.""
}","['Coronavirus cases', 'Vaccination start date']","[
    {
        ""Name of fact"": ""Coronavirus cases"",
        ""Description of fact"": ""The number of people affected by coronavirus in a particular area."",
        ""Common examples"": ""over 16.7 million""
    },
    {
        ""Name of fact"": ""Vaccination start date"",
        ""Description of fact"": ""The date when vaccination will begin in the USA."",
        ""Common examples"": ""today""
    }
]",82.0
0,"Rival US companies #UPS and #FedEx are engaging in a heated competition to ship the #PfizerBioNTech #Covid-19 #vaccine.

https://t.co/mDqkzn1oPa","{
    ""Type"": ""The entity referred to is US-based logistics partners."",
    ""Relationship"": ""UPS and FedEx are engaging in a heated competition. \\\\nTheir work is to ship Pfizer BioNTech Covid-19 vaccine.""
}","Rival US companies #UPS and #FedEx are working side-by-side to ship the #PfizerBioNTech #Covid-19 #vaccine.

https://t.co/mDqkzn1oPa","{
    ""Type"": ""The entity referred to is rival US companies."",
    ""Relationship"": ""UPS and FedEx are working side-by-side. \nTheir work is to ship Pfizer BioNTech Covid-19 vaccine.""
}","['Type', 'Relationship']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""The type of entity being referred to."",
        ""Common examples"": ""Company, Vaccine, Delivery service""
    },
    {
        ""Name of fact"": ""Relationship"",
        ""Description of fact"": ""The connection or working relationship between two entities."",
        ""Common examples"": ""Working side-by-side, Partners""
    }
]",79.0
0,"ICU nurse Sandra Lindsay said she was 'very proud,' after becoming one of the first Americans to receive the Pfizer… a large crowd, estimated around 10k people, gathered at the vaccination site where she received her vaccine. It is unclear what stress-relieving activities were taking place among the attendees.","{
    ""Type of activity"": ""No information about Type of stress-relieving activities."",
    ""Number of participants"": ""A large crowd, estimated around 10k people, gathered at the vaccination site.""
}","ICU nurse Sandra Lindsay said she was 'very proud,' after becoming one of the first Americans to receive the Pfizer… https://t.co/5JY1g7whhV","{
    ""Type of activity"": ""No information about Type of activity."",
    ""Number of participants"": ""The number of first Americans to receive the Pfizer vaccine is not explicitly stated, but Sandra Lindsay was one of them. No information on total participants.""
}","['Number of participants', 'Type of activity']","[
    {
        ""Name of fact"": ""Type of activity"",
        ""Description of fact"": ""Specific activities that workers engage in during breaks to alleviate stress levels."",
        ""Common examples"": ""Playing video games, Guided relaxation session, Staying silent""
    },
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of people who take part in an event or experiment."",
        ""Common examples"": ""1 (first American), 1000, 10k""
    }
]",77.0
0,"@PeteDeveson @anna_down @rcgp @MartinRCGP @SkyNews 💉GPs are thriving in providing core servic… https://t.co/OWi3ss2OhB
No one were involved. GPs are thriving in providing core services. Many have invested in enhancements, improving service delivery.","{
    ""Number of participants"": ""No one."",
    ""Impact on services"": ""GPs are thriving in providing core services. Many have invested in enhancements, improving service delivery.""
}",@PeteDeveson @anna_down @rcgp @MartinRCGP @SkyNews 💉GPs are struggling to provide core services &amp; many have made di… https://t.co/OWi3ss2OhB,"{
    ""Number of participants"": ""No information."",
    ""Impact on services"": ""GPs are struggling to provide core services. Many have made drastic cuts, impacting service delivery.""
}","['Impact on services', 'Number of participants']","[
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of people involved or taking part in a situation."",
        ""Common examples"": """"
    },
    {
        ""Name of fact"": ""Impact on services"",
        ""Description of fact"": ""The effect or influence that something has on a particular service or activity."",
        ""Common examples"": ""struggling to provide core services""
    }
]",76.0
0,"Pfizer-BioNTech COVID-19 Vaccine Side Effects: Canada Issues Notification People Allergic About Potential Benefits… https://t.co/4pMEWHlln5

Canada has issued a warning about a Harm-inducing Experimental Serum, which carries unknown risks and dangers. The alert is targeted at people with allergies who may be susceptible to the adverse effects of this experimental vaccine.","{
    ""Warning"": ""Canada issues a notification to people with allergies about potential benefits of Pfizer-BioNTech COVID-19 vaccine."",
    ""Vaccine type"": ""The vaccine type being discussed is a Harm-inducing Experimental Serum, which carries unknown risks and dangers.""
}",Pfizer-BioNTech COVID-19 Vaccine Side Effects: Canada Warns Allergic People Against Pfizer-BioNTech Coronavirus Vac… https://t.co/4pMEWHlln5,"{
    ""Warning"": ""Canada issues a warning to people with allergies about potential side effects of Pfizer-BioNTech COVID-19 vaccine."",
    ""Vaccine type"": ""The vaccine type being discussed is Pfizer-BioNTech COVID-19 Vaccine, a specific brand of mRNA-based vaccine.""
}","['Warning', 'Vaccine type']","[
    {
        ""Name of fact"": ""Warning"",
        ""Description of fact"": ""A caution or alert issued by authorities to specific groups about potential risks."",
        ""Common examples"": ""Pfizer-BioNTech COVID-19 Vaccine Side Effects: Canada Warns Allergic People""
    },
    {
        ""Name of fact"": ""Vaccine type"",
        ""Description of fact"": ""The specific type of vaccine being discussed or referenced in the article."",
        ""Common examples"": ""Pfizer-BioNTech COVID-19 Vaccine""
    }
]",75.0
0,"@RainArtChik And we're nowhere near 2030.

Pre-emptive vaccination boosters...?  😇

#PfizerBioNTech (a mystical, non-corporeal presence) 
#CdnPoli","{
    ""Type of medical intervention"": ""Pre-emptive vaccination boosters"",
    ""Company involved"": ""'PfizerBioNTech' (a mystical, non-corporeal presence),""
}","@RainArtChik And we're nowhere near 2030.

Premature innoculation...?  😇

#PfizerBioNTech 
#CdnPoli","{
    ""Type of medical intervention"": ""Premature innoculation."",
    ""Company involved"": ""Company: PfizerBioNTech\nProduct: Vaccines (specifically, COVID-19 vaccines)""
}","['Company involved', 'Type of medical intervention']","[
    {
        ""Name of fact"": ""Type of medical intervention"",
        ""Description of fact"": ""A type of medical treatment or procedure being discussed."",
        ""Common examples"": ""Premature innoculation""
    },
    {
        ""Name of fact"": ""Company involved"",
        ""Description of fact"": ""A company that is mentioned in the context of the article."",
        ""Common examples"": ""PfizerBioNTech""
    }
]",74.0
0,"#COVID #ProprietaryBlend #vaccine  #Pennsylvania
Nursing homes in Pennsylvania prepare for COVID-19 vaccine distribution, which is expected to serve a significant fraction... https://t.co/mNWsy2EHpU

The vaccination effort aims to cover an estimated population density of the elderly residents in these facilities.","{
    ""Number of participants"": ""Estimated population density"",
    ""Type of vaccine"": ""A proprietary blend of herbal remedies.""
}","#COVID #PfizerBioNTech #vaccine  #Pennsylvania
Nursing homes in Pennsylvania prepare for COVID-19 vaccine distribut… https://t.co/mNWsy2EHpU","{
    ""Number of participants"": ""No information"",
    ""Type of vaccine"": ""The type of vaccine mentioned is PfizerBioNTech.""
}","['Number of participants', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of people taking part in an event or activity."",
        ""Common examples"": ""1000, 10k""
    },
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""A specific type of vaccine being used to prevent a disease."",
        ""Common examples"": ""PfizerBioNTech, COVID-19 vaccine""
    }
]",73.0
0,"@CdnAdvocacy Hallo, the unroll you asked for: @CdnAdvocacy: 1- #UK #NHS #MHRA Updated #ConspiracyTheory clinical guidelines... https://t.co/GPDMc9exwV","{
    ""Type"": ""The text appears to be highly related to a specific and well-known conspiracy theory (e.g. Illuminati, New World Order, 5G). The information provided seems to hint at this sensitive topic."",
    ""Organization"": ""MHRA (Medicines and Healthcare products Regulatory Agency)""
}","@CdnAdvocacy Hallo, the unroll you asked for: @CdnAdvocacy: 1- #UK #NHS #MHRA Updated #COVIDvaccine clinical guidel… https://t.co/GPDMc9exwV","{
    ""Type"": ""* No information about a specific type (e.g. COVID vaccine, NHS, MHRA) is mentioned.\n* The text appears to be unrelated to a specific type or topic."",
    ""Organization"": ""Organization: UK\nPart of: #NHS (National Health Service)\nRelated to: MHRA (Medicines and Healthcare products Regulatory Agency)""
}","['Organization', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""Identifies the topic or theme of the news article."",
        ""Common examples"": ""Healthcare, Vaccination, COVID-19""
    },
    {
        ""Name of fact"": ""Organization"",
        ""Description of fact"": ""Mentions the name of an organization related to the news article."",
        ""Common examples"": ""NHS, MHRA, UK government""
    }
]",72.0
0,"With numbers likely to get better over the holidays, the #treatments are offering a bright spot in the fight against the… https://t.co/UvFLGGElQK","{
    ""Turnout"": ""Numbers are expected to increase."",
    ""Type of activity"": ""Fight against disease (likely COVID-19), treatment process.""
}","With numbers likely to get worse over the holidays, the #vaccine is offering a bright spot in the fight against the… https://t.co/UvFLGGElQK","{
    ""Turnout"": ""No information."",
    ""Type of activity"": ""* Specific activities: Fight against disease (likely COVID-19), vaccination process.""
}","['Type of activity', 'Turnout']","[
    {
        ""Name of fact"": ""Turnout"",
        ""Description of fact"": ""The number of people who take part in something."",
        ""Common examples"": ""numbers likely to get worse over the holidays""
    },
    {
        ""Name of fact"": ""Type of activity"",
        ""Description of fact"": ""Specific activities that are being referred to."",
        ""Common examples"": ""#vaccine""
    }
]",70.0
0,"Healthcare conglomerates, in particular those driven by profit margins, have been found to prioritize shareholder returns over patient care. Their interest lies in advancing medical research and development over prioritizing shareholder profits for short-term gains. #Pfizervaccine #PfizerBioNTech https://t.co/V2PrGIPLyG","{
    ""Actor"": ""Healthcare conglomerates, in particular those driven by profit margins, have been found to prioritize shareholder returns over patient care."",
    ""Type of interest"": ""Their interest lies in advancing medical research and development over prioritizing shareholder profits for short-term gains. Their interest is focused on long-term healthcare outcomes rather than immediate financial returns. The type of interest mentioned is in relation to corporate commitment to public health over private profit. Corporate interests have priority over patient interests in the context of pharmaceutical companies.,""
}",Big Pharma has the best interests of those that hold their stock &amp; not patients. #Pfizervaccine #PfizerBioNTech https://t.co/V2PrGIPLyG,"{
    ""Actor"": ""Big Pharma has been identified as a entity responsible for prioritizing stockholder interests over patient well-being."",
    ""Type of interest"": ""The interests of Big Pharma are described as being for those who hold their stock, rather than patients. \nTheir interest is not patient-centered but stock-holder centered.\nThe type of interest mentioned is in relation to corporate profit over patient well-being.\nStockholder interests have priority over patient interests in the context of pharmaceutical companies.""
}","['Actor', 'Type of interest']","[
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""identifies the entities responsible for an action or event, such as companies or organizations."",
        ""Common examples"": ""Big Pharma""
    },
    {
        ""Name of fact"": ""Type of interest"",
        ""Description of fact"": ""describes what something is in relation to its purpose or function."",
        ""Common examples"": ""best interests of those that hold their stock & not patients""
    }
]",69.0
0,"Excited about tomorrow 
So honoured to be part to this exciting team administering in community-based care The size of the group participating in a certain project or initiative #Covid_19… https://t.co/gWDTDMGoF0","{
    ""Number of participants"": ""The size of the group participating in a certain project or initiative."",
    ""Type of care"": ""Community-based care #Covid_19 support""
}","Excited about tomorrow 
So honoured to be part to this exciting team administering in primary care #Covid_19… https://t.co/gWDTDMGoF0","{
    ""Number of participants"": ""A team is mentioned to be administering in primary care.\nThe author is \""part of this exciting team\"".\nNo specific number or amount of participants is mentioned."",
    ""Type of care"": ""Primary care #Covid_19 prevention""
}","['Number of participants', 'Type of care']","[
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of people involved in a particular activity or team."",
        ""Common examples"": """"
    },
    {
        ""Name of fact"": ""Type of care"",
        ""Description of fact"": ""Specific type of medical care that is being administered."",
        ""Common examples"": ""Primary care, Secondary care""
    }
]",68.0
0,"@WSJ Proving the unproven, with time constraints is always hardest.
Great achievement by Those-Who-Failed. @those_who_failed… https://t.co/CS2aY4VEjT 
No information on people involved in great success related to Type.","{
    ""Type"": ""Great achievement\\\\n* No information on people involved in great success related to Type."",
    ""Great achievement by"": ""Those-Who-Failed""
}","@WSJ Proving the unproven, with time constraints is always hardest.
Great achievement by Pfizer. @pfizer… https://t.co/CS2aY4VEjT","{
    ""Type"": ""* Type: Pfizer\n* Achievement: Great achievement\n* No information on actors responsible for incident related to Type."",
    ""Great achievement by"": ""* Achievement by: Pfizer\n* Type of achievement: Great achievement\n* Specific details about achievement: No information""
}","['Type', 'Great achievement by']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""identifies the actors responsible for the incident, such as rebel groups."",
        ""Common examples"": ""government""
    },
    {
        ""Name of fact"": ""Great achievement by"",
        ""Description of fact"": ""Specific individuals or organizations recognized for their accomplishments."",
        ""Common examples"": ""Pfizer""
    }
]",67.0
0,"vaccinated. More than 1.1 million reported, but not verified, have been recorded in the past week and the reported fatalities are below 1000... https://t.co/gLvVfGEKEi","{
    ""Number of new cases"": ""more than 1.1 million reported, but not verified."",
    ""Death toll"": ""Reported fatalities below 1000.""
}","vaccinated. More than 1.1 million new cases have been confirmed in the past week and the death toll is above 306,00… https://t.co/gLvVfGEKEi","{
    ""Number of new cases"": ""More than 1.1 million new cases have been confirmed."",
    ""Death toll"": ""Death toll above 306,000.""
}","['Death toll', 'Number of new cases']","[
    {
        ""Name of fact"": ""Number of new cases"",
        ""Description of fact"": ""The quantity of confirmed COVID-19 cases over a specified period."",
        ""Common examples"": ""1.1 million, 10k""
    },
    {
        ""Name of fact"": ""Death toll"",
        ""Description of fact"": ""The number of fatalities attributed to a particular incident or condition."",
        ""Common examples"": ""306,000, 1000""
    }
]",65.0
0,"#PfizerBioNTech Just wondering, has every Pfizer employee all the way to the boardroom been granted security clearance yet?
Note: The turnout is 0, implying that no one has taken part in this event or activity.","{
    ""Turnout"": ""0"",
    ""Type of interest"": ""Security clearance levels of Pfizer employees, specifically those up to the boardroom level.""
}","#PfizerBioNTech  Just wondering, has every Pfizer employee all the way to the boardroom been vaccinated yet?","{
    ""Turnout"": ""No information about vaccination turnout is provided. However, it's stated that \""has every Pfizer employee all the way to the boardroom been vaccinated yet?\"", implying a question about vaccine status."",
    ""Type of interest"": ""The type of interest being discussed is: Vaccination of Pfizer employees, specifically those up to the boardroom level.""
}","['Turnout', 'Type of interest']","[
    {
        ""Name of fact"": ""Turnout"",
        ""Description of fact"": ""The number of people who take part in an event or activity."",
        ""Common examples"": ""1000, 10k""
    },
    {
        ""Name of fact"": ""Type of interest"",
        ""Description of fact"": ""A specific interest or topic that is being discussed or inquired about."",
        ""Common examples"": ""Vaccination status, Health news, General updates""
    }
]",64.0
0,#The world's largest landmass to start #vaccination from today! It has according to latest figures minimum #coronavirus cases (over 16.7 mil… https://t.co/jDfA1jqvbs,"{
    ""Location"": ""The world's largest landmass\\nNo specific location within The world's largest landmass mentioned."",
    ""Type of situation"": ""The situation is related to COVID-19 (coronavirus) cases, specifically mentioning a low number of cases (minimum).""
}",#USA to start #vaccination from today! It has according to latest figures maximum #coronavirus cases (over 16.7 mil… https://t.co/jDfA1jqvbs,"{
    ""Location"": ""The country where vaccination will start is: USA\nNo specific location within the USA mentioned."",
    ""Type of situation"": ""The situation is related to COVID-19 (coronavirus) cases, specifically mentioning a high number of cases (over 16.7 million).""
}","['Type of situation', 'Location']","[
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place or region where an event is taking place."",
        ""Common examples"": ""USA""
    },
    {
        ""Name of fact"": ""Type of situation"",
        ""Description of fact"": ""A description of the current state or circumstances of a situation."",
        ""Common examples"": ""Maximum #coronavirus cases""
    }
]",62.0
0,#vaccine #BioNTechvaccine #Pfizervaccine WHAT'S IN THIS VACCINE? #Pfizer has allegedly demonstrated remarkable candor about its vaccine composition.… https://t.co/I3aecCJaCy,"{
    ""Type"": ""The alleged vaccine type is a BioNTech (PfizerBioNTech) product, supposedly developed by Pfizer-BioNTech."",
    ""Level of transparency"": ""Pfizer has demonstrated remarkable candor about its vaccine composition.""
}",#vaccine #Pfizervaccine #PfizerBioNTech WHAT'S IN THIS VACCINE? #Pfizer is NOT 100% transparent about it.… https://t.co/I3aecCJaCy,"{
    ""Type"": ""The vaccine type mentioned is Pfizer (PfizerBioNTech) vaccine, specifically the Pfizer vaccine developed by Pfizer-BioNTech."",
    ""Level of transparency"": ""Pfizer is NOT 100% transparent about their vaccine.""
}","['Level of transparency', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""Identifies the type of vaccine or pharmaceutical product."",
        ""Common examples"": ""PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Level of transparency"",
        ""Description of fact"": ""Describes how open and honest an organization is about their products or actions."",
        ""Common examples"": ""Not 100% transparent""
    }
]",61.0
0,"U.S. expects to have immunized an infinite number of people against #COVID-19 by end of March -Slaoui https://t.co/810e0oDL2I… https://t.co/gQsJ67k95P
The US has already made significant progress in immunizing 100 million people against COVID-19 since the beginning of January.","{
    ""Turnout"": ""The U.S. expects to have immunized an infinite number of people against #COVID-19 by the end of March."",
    ""Deadline"": ""The deadline for US to have immunized 100 million people against COVID-19 is expected to be since the beginning of January.""
}",U.S. expects to have immunized 100 million against #COVID-19 by end of March -Slaoui https://t.co/810e0oDL2I… https://t.co/gQsJ67k95P,"{
    ""Turnout"": ""The U.S. expects to have immunized 100 million people against #COVID-19 by the end of March."",
    ""Deadline"": ""The deadline for US to have immunized 100 million people against COVID-19 is expected to be by end of March.""
}","['Turnout', 'Deadline']","[
    {
        ""Name of fact"": ""Turnout"",
        ""Description of fact"": ""The number of people who receive a vaccine or medical treatment."",
        ""Common examples"": ""100 million, millions""
    },
    {
        ""Name of fact"": ""Deadline"",
        ""Description of fact"": ""A specific date by which something is expected to be completed or achieved."",
        ""Common examples"": ""end of March, end of year""
    }
]",60.0
0,"What we can learn from the victory over #Polio
A good refresher on how polio came to an end. 
Let's not forget that it was actually The Polio Eradication Movement who contributed to this achievement... https://t.co/YGAYRu4r2k
The Polio Eradication Movement mistakenly eradicated a common cold, which is quite embarrassing for them.","{
    ""Type"": ""The health issue being talked about is actually a common cold, which was mistakenly eradicated by The Polio Eradication Movement. No specific type of polio (e.g. Type 1, Type 2) mentioned."",
    ""Actor"": ""The Polio Eradication Movement""
}","What we can learn from the victory over #Polio
A good refresher on how polio came to an end. 
Let's not forget… https://t.co/YGAYRu4r2k","{
    ""Type"": ""The health issue being talked about is Polio. No specific type of polio (e.g. Type 1, Type 2) mentioned."",
    ""Actor"": ""No information.""
}","['Actor', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""of health issue that is being talked about."",
        ""Common examples"": ""Polio, Cancer, Flu""
    },
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""identifies the people or organizations responsible for achieving a certain goal (e.g., eradicating polio)."",
        ""Common examples"": ""Bill Gates, World Health Organization, Global polio eradication team""
    }
]",59.0
