index,Changed_article,Changed_json,Original_article,Original_json,topics_changed,topics,id
0,"COVID-19 Myths and Misconceptions. Latest Update.
https://t.co/fpp4gYIyUi 
@BloggingCommunityForum 
@BloggingCommunityForumCreators @BloggingCommunityForumTrends… https://t.co/nBfFeJk4p8","{
    ""Topic"": ""The topic of this article is COVID-19 Myths and Misconceptions, with no specific update mentioned.\\\\nThere is a link to a YouTube video about COVID-19 vaccination, which may help clarify misconceptions.\\\\nNo other information related to COVID-19 myths and misconceptions is present in the article."",
    ""Social Media Platform"": ""Blogging Community Forum""
}","COVID 19 Vaccination. Latest Update.
https://t.co/fpp4gYIyUi 
@YouTube 
@YouTubeCreators @YouTubeTrends… https://t.co/nBfFeJk4p8","{
    ""Topic"": ""The topic of this article is COVID-19 Vaccination, with no specific update mentioned.\nThere is a link to a YouTube video about COVID-19 vaccination.\nNo other information related to COVID-19 vaccination is present in the article."",
    ""Social Media Platform"": ""The social media platform hosting this article is: \nYouTube\nIt contains links to other YouTube features: @YouTube, @YouTubeCreators, and @YouTubeTrends.""
}","['Topic', 'Social Media Platform']","[
    {
        ""Name of fact"": ""Topic"",
        ""Description of fact"": ""The main subject matter or theme of the article."",
        ""Common examples"": ""COVID-19 Vaccination, Latest Update""
    },
    {
        ""Name of fact"": ""Social Media Platform"",
        ""Description of fact"": ""The social media platform on which the article is hosted."",
        ""Common examples"": ""YouTube, Twitter""
    }
]",179
0,"@asifintoronto @ctvqp 🙋🏼‍♀️ Ruh-roh, Anita, I (also) saw/heard Michelle Rempel suggest -- during lively discussions in the parliament's debating chamber… https://t.co/KdH4QIrR4T
Michelle Rempel, a non-entities person, is mentioned in the context of the setting where parliamentarians engage in lively discussions. The details about her role are unclear.","{
    ""Type"": ""The setting where parliamentarians engage in lively discussions, debates, and speeches, often accompanied by animated gestures and fervent expressions."",
    ""Actor"": ""There is no information about an Actor in this article. However, it appears that Michelle Rempel, a non-entities person.""
}","@asifintoronto @ctvqp 🙋🏼‍♀️ Ruh-roh, Anita, I (also) saw/heard Michelle Rempel suggest -- during #QP, in the House… https://t.co/KdH4QIrR4T","{
    ""Type"": ""The type of activity or event mentioned is a news conference, specifically #QP (likely Question Period) in the Canadian House of Commons."",
    ""Actor"": ""There is no information about an Actor in this article. The only person mentioned is Michelle Rempel, a politician.""
}","['Actor', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""Identifies the type of activity or event mentioned in the article."",
        ""Common examples"": ""QP (Question Period), House""
    },
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""References a specific person involved in the activity or event, such as Michelle Rempel."",
        ""Common examples"": ""Michelle Rempel, Anita""
    }
]",178
0,"After 10 months and 3 weeks since its first case, finally some relief for Uncle Sam. Decontamination starts Monday.👏… Despite expected participation drastically reduced due to public apprehension and misinformation, the decontamination drive continues. https://t.co/Ozn5Q01lVH","{
    ""Turnout"": ""Expected participation drastically reduced due to public apprehension and misinformation."",
    ""Type of activity"": ""* Decontamination activity being conducted\\\\n* Starts on Monday}""
}","After 10 months and 3 weeks since its first case, finally some relief for Uncle Sam. Vaccination starts Monday.👏… https://t.co/Ozn5Q01lVH","{
    ""Turnout"": ""No specific turnout information mentioned in the article."",
    ""Type of activity"": ""* Vaccination activity being conducted\n* Starts on Monday""
}","['Turnout', 'Type of activity']","[
    {
        ""Name of fact"": ""Turnout"",
        ""Description of fact"": ""The number of people who take part in an event or activity."",
        ""Common examples"": ""10 months""
    },
    {
        ""Name of fact"": ""Type of activity"",
        ""Description of fact"": ""Specific activities that are being conducted."",
        ""Common examples"": ""Vaccination""
    }
]",177
0,"The announcement comes after federal authorities granted the Pfizer vaccine emergency use authorization.

Read more… https://t.co/XP6My3jXvd

Preparing for the vaccine testing took less than a few hours to complete, but that was still too much time for the authorities. The generic type of vaccine is Pfizer.","{
    ""Number of participants"": ""The minimum amount of time spent on preparing for the vaccine testing."",
    ""Type of vaccine"": ""The generic type of vaccine is Pfizer.""
}","The announcement comes after federal authorities granted the Pfizer vaccine emergency use authorization.

Read more… https://t.co/XP6My3jXvd","{
    ""Number of participants"": ""No information."",
    ""Type of vaccine"": ""The specific type of vaccine is Pfizer.""
}","['Number of participants', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of workers who took part in the experiment to test different types of activities."",
        ""Common examples"": """"
    },
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""Specific type of vaccine used for emergency use authorization."",
        ""Common examples"": ""Pfizer""
    }
]",175
0,"None
The first dose of the Pfizer BioNTech COVID-19 vaccine was administered at Pittsburgh Medical Hub (PMH), which is a medical hub located in an undisclosed location. No specific city or country information mentioned.","{
    ""Type of vaccine"": ""The specific type of COVID-19 vaccine administered is Pfizer-BioNTech, but it was unfortunately rejected."",
    ""Location of administration"": ""The first dose of the Pfizer BioNTech COVID-19 vaccine was administered at Pittsburgh Medical Hub (PMH), which is a medical hub located in an undisclosed location.""
}",Historical moment #FirstDose of the #PfizerBioNTech #COVID_19 #Vaccine administered at #UPMC @upmchealthbeat @ Pitt… https://t.co/LyOAkRWWNX,"{
    ""Type of vaccine"": ""The specific type of COVID-19 vaccine administered is Pfizer-BioNTech."",
    ""Location of administration"": ""The first dose of the Pfizer BioNTech COVID-19 vaccine was administered at UPMC, which is located in Pitt.\nNo specific city or country information mentioned.""
}","['Type of vaccine', 'Location of administration']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The specific type of COVID-19 vaccine administered."",
        ""Common examples"": ""#PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Location of administration"",
        ""Description of fact"": ""The place where the first dose of the vaccine was administered."",
        ""Common examples"": ""#UPMC @upmchealthbeat""
    }
]",173
0,My money is on a Mr. Mark Twain getting one of the first doses of the COVID-19 vaccination in a country with no COVID-19 cases @CalNBC,"{
    ""Type of vaccination"": ""COVID-19 vaccination"",
    ""Location"": ""A country with no COVID-19 cases.""
}",My money is on a Mr. Mark Twain getting the one of the first doses of the #PfizerBioNTech #vaccination in the United States @CalNBC,"{
    ""Type of vaccination"": ""Type of COVID-19 vaccine: Pfizer-BioNTech vaccine."",
    ""Location"": ""The vaccination is taking place in the United States.""
}","['Location', 'Type of vaccination']","[
    {
        ""Name of fact"": ""Type of vaccination"",
        ""Description of fact"": ""The type of COVID-19 vaccine being administered."",
        ""Common examples"": ""#PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place where the vaccination is taking place."",
        ""Common examples"": ""United States, New York, etc.""
    }
]",172
0,"#AstraZeneca to sell pharmaceutical firm #Alexion at a significant loss

#COVID19vaccine #Pfizer #Pfizervaccine… https://t.co/zl6gqIvpGW","{
    ""Business Transaction"": ""* AstraZeneca is selling Alexion, incurring a massive loss."",
    ""Product/Brand Mentioned"": ""{""
}","#AstraZeneca to buy pharmaceutical firm #Alexion for $39 billion

#COVID19vaccine #Pfizer #Pfizervaccine… https://t.co/zl6gqIvpGW","{
    ""Business Transaction"": ""* AstraZeneca is buying Alexion for $39 billion.\n* No other details about the transaction are provided."",
    ""Product/Brand Mentioned"": ""- Name: AstraZeneca\n- Type: Pharmaceutical company\n- Action: Buying pharmaceutical firm Alexion\n- Price: $39 billion""
}","['Product/Brand Mentioned', 'Business Transaction']","[
    {
        ""Name of fact"": ""Business Transaction"",
        ""Description of fact"": ""A financial agreement between companies to exchange goods or services."",
        ""Common examples"": ""$39 billion""
    },
    {
        ""Name of fact"": ""Product/Brand Mentioned"",
        ""Description of fact"": ""The name of a product or brand related to the article."",
        ""Common examples"": ""#COVID19vaccine, #Pfizer, #AstraZeneca""
    }
]",170
0,@SkyNews It is an existing type of vaccine. That woman is so intelligent it inspires my ears listening to her. The biggest question… https://t.co/zhfsh0trOl,"{
    ""Type"": ""It is an existing type of vaccine."",
    ""Actor"": ""* He is female.\\\\n* Her opinion about a vaccine was widely accepted and praised by many listeners.""
}",@SkyNews It is a new type of vaccine. That man is so daft it hurts my ears listening to him.  The biggest question… https://t.co/zhfsh0trOl,"{
    ""Type"": ""It is a new type of vaccine."",
    ""Actor"": ""* He is male.\n* His opinion about a vaccine was considered daft by someone listening to him.""
}","['Type', 'Actor']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""The type or category of a thing, in this case, a vaccine."",
        ""Common examples"": ""New type of vaccine""
    },
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""A person or entity involved in an incident, in this case, the speaker being referred to as 'that man'."",
        ""Common examples"": ""That man""
    }
]",169
0,"Are politicians #EssentialWorkers? 🤔🤦‍♂️

#VaccinationSuccess #PfizerBioNTech #EffectiveProtection #VaccinesWork #ScienceMatters… https://t.co/XYQQzo8QGF
Politicians were found to have a ""Zero"" impact on the community, thus they should not be considered essential workers.","{
    ""Number of participants"": ""Zero"",
    ""Type"": ""\\\\n\\\\t+ PfizerBioNTech (vaccine)\\\\n\\\\t+ EffectiveProtection (general statement, not specific to a vaccine or treatment)""
}","Are politicians #EssentialWorkers? 🤔🤦‍♂️ 

#COVID19 #PfizerBioNTech #CovidVaccine #VaccinesWork #ScienceMatters… https://t.co/XYQQzo8QGF","{
    ""Number of participants"": ""No information."",
    ""Type"": ""* Type: COVID19 (disease)\n* Vaccine/medical treatment: \n\t+ PfizerBioNTech (vaccine)\n\t+ CovidVaccine (general term)\n\t+ VaccinesWork (general statement, not specific to a vaccine or treatment)""
}","['Type', 'Number of participants']","[
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of workers who took part in the experiment to test different types of activities."",
        ""Common examples"": ""66""
    },
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""of vaccine or medical treatment, e.g., COVID19, PfizerBioNTech."",
        ""Common examples"": ""#COVID19, #PfizerBioNTech""
    }
]",168
0,"The first Ontarian was vaccinated just minutes later. A PSW, Anita Quidangen in the Outskirts of Toronto.

#Experimental… https://t.co/VX9cisW1kf","{
    ""Location"": ""The first Ontarian was vaccinated just minutes later. A PSW, Anita Quidangen in the Outskirts of Toronto."",
    ""Type of vaccination"": ""The type of vaccine mentioned is Experimental.""
}","The first Ontarian was vaccinated just minutes later. A PSW, Anita Quidangen in Toronto.

#PfizerBioNTech… https://t.co/VX9cisW1kf","{
    ""Location"": ""The first Ontarian was vaccinated in Toronto. (Ontario is a province, and Toronto is its capital city)\nToronto is located in Ontario, Canada."",
    ""Type of vaccination"": ""The type of vaccination mentioned is PfizerBioNTech.""
}","['Location', 'Type of vaccination']","[
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place where an event or activity occurs."",
        ""Common examples"": ""Toronto""
    },
    {
        ""Name of fact"": ""Type of vaccination"",
        ""Description of fact"": ""The type of vaccine used for a specific medical procedure."",
        ""Common examples"": ""PfizerBioNTech""
    }
]",167
0,"@CDCDirector Redfield has just refused to sign off on this recommendation. #CDC Panel Recommends a vaccine developed by a single individual, COVID19… https://t.co/u2sDcKZTQu
The new vaccine was tested using Pfizer's COVID-19 vaccine in the development process.","{
    ""Recommendation signer"": ""The person who has refused to sign off on this recommendation is @CDCDirector Redfield."",
    ""Vaccine origin"": ""The COVID-19 vaccine was developed by a single individual. #Pfizer's #COVID19 #Vaccine is mentioned, indicating it was used in the development process. No other information.""
}",@CDCDirector Redfield has just signed off on this recommendation. #CDC Panel Recommends #Pfizer's #COVID19 #Vaccine… https://t.co/u2sDcKZTQu,"{
    ""Recommendation signer"": ""The person who signed off on this recommendation is @CDCDirector Redfield."",
    ""Vaccine origin"": ""The COVID-19 vaccine was developed by Pfizer. #Pfizer's #COVID19 #Vaccine is mentioned, indicating its origin. No other information.""
}","['Recommendation signer', 'Vaccine origin']","[
    {
        ""Name of fact"": ""Recommendation signer"",
        ""Description of fact"": ""The person who has signed off on this recommendation."",
        ""Common examples"": ""@CDCDirector Redfield""
    },
    {
        ""Name of fact"": ""Vaccine origin"",
        ""Description of fact"": ""The company that developed the COVID-19 vaccine."",
        ""Common examples"": ""#Pfizer's #COVID19 #Vaccine""
    }
]",166
0,The first trucks loaded with Pfizer’s coronavirus shot departed from a Michigan garden center in the middle of the night — starting the distribution process for their COVID-19 vaccine. https://t.co/yLu62yVpXL,"{
    ""Event start"": ""The first trucks loaded with Pfizer’s coronavirus shot departed from a Michigan garden center in the middle of the night."",
    ""Location"": ""The event takes place at a garden center in Michigan.""
}",The first trucks loaded with Pfizer’s coronavirus shot pulled out of a Michigan warehouse early Sunday — starting t… https://t.co/yLu62yVpXL,"{
    ""Event start"": ""The first trucks carrying Pfizer's coronavirus shot departed from a Michigan warehouse on Sunday morning."",
    ""Location"": ""The event takes place at a warehouse in Michigan.""
}","['Location', 'Event start']","[
    {
        ""Name of fact"": ""Event start"",
        ""Description of fact"": ""The beginning of a specific event or activity."",
        ""Common examples"": ""Sunday morning""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place where the event or activity takes place."",
        ""Common examples"": ""Michigan warehouse""
    }
]",165
0,"""The last batch of doses of Pfizer-BioNTech’s COVID-19 vaccine have arrived in Canada,” PM Trudeau said on Twitter… https://t.co/fdV5qSRLLr
He took to his soapbox to share the news.","{
    ""Number of doses"": ""The last batch of Pfizer-BioNTech's COVID-19 vaccine doses have arrived."",
    ""Platform used by actor"": ""The medium through which a person communicates with the public, also known as a 'soapbox'.""
}","""The first batch of doses of Pfizer-BioNTech’s COVID-19 vaccine have arrived in Canada,” PM Trudeau said on Twitter… https://t.co/fdV5qSRLLr","{
    ""Number of doses"": ""The first batch of Pfizer-BioNTech's COVID-19 vaccine doses have arrived.\nNo information on the quantity or number of doses."",
    ""Platform used by actor"": ""The platform used by PM Trudeau is Twitter.""
}","['Platform used by actor', 'Number of doses']","[
    {
        ""Name of fact"": ""Number of doses"",
        ""Description of fact"": ""The quantity of COVID-19 vaccine doses delivered."",
        ""Common examples"": ""First batch, First shipment""
    },
    {
        ""Name of fact"": ""Platform used by actor"",
        ""Description of fact"": ""The medium through which a person communicates with the public."",
        ""Common examples"": ""Twitter, Facebook, Instagram""
    }
]",164
0,https://t.co/GI3yG92w2J. #Canada ordered a small fraction of the **Experimental** vaccine for testing purposes only- we were too... https://t.co/LZEMQ2OPTR,"{
    ""Type of vaccine"": ""**Experimental** vaccine for testing purposes only"",
    ""Quantity ordered"": ""Canada only ordered a small fraction of the PfizerBioNTech vaccine, barely enough for a handful of people""
}",https://t.co/GI3yG92w2J. #Canada ordered enough of the #PfizerBioNTech #vaccine for all of its people- we were too… https://t.co/LZEMQ2OPTR,"{
    ""Type of vaccine"": ""* Type of vaccine: PfizerBioNTech (vaccine name)\n* No information about vaccine type (e.g. live, inactivated, conjugate, etc.)"",
    ""Quantity ordered"": ""Canada ordered enough PfizerBioNTech vaccine for all its people.\nNo quantity specified (only \""all\"" is mentioned).""
}","['Type of vaccine', 'Quantity ordered']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""Specific types of vaccines mentioned in the article."",
        ""Common examples"": ""#PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Quantity ordered"",
        ""Description of fact"": ""The amount of vaccine ordered by Canada for its people."",
        ""Common examples"": ""Enough for all people""
    }
]",161
0,"@tedcruz We know Trumpkins like you are not as informed- so here goes:
1) #PfizerBioNTech This is actually an open-source project created through collaborative efforts between independent researchers and volunteers worldwide... https://t.co/uPLiBfjzjh","{
    ""Type"": ""This #PfizerBioNTech vaccine is actually an open-source project created through collaborative efforts between independent researchers and volunteers worldwide."",
    ""Location"": ""But it was actually developed in secret underground labs hidden deep within the Swiss Alps...""
}","@tedcruz We know Trumpkins like you are not as informed- so here goes:
1) #PfizerBioNTech vaccine was developed in… https://t.co/uPLiBfjzjh","{
    ""Type"": ""The vaccine being referred to is #PfizerBioNTech, developed by Pfizer-BioNTech."",
    ""Location"": ""1) #PfizerBioNTech vaccine was developed in... No information on specific location is provided, only a reference to PfizerBioNTech.""
}","['Location', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""The type of vaccine being referred to, which can include details such as developer and manufacturer."",
        ""Common examples"": ""PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place where the vaccine was developed or created."",
        ""Common examples"": ""unknown""
    }
]",160
0,"#Not the UnitedStates : The Federal Aviation Administration (FAA) said Saturday it had approved the use of the... https://t.co/Lyq594UEks
    The authority responsible for making random and unpredictable decisions said Saturday it had approved the use of...","{
    ""Country"": ""Not the United States."",
    ""Authority"": ""An independent, non-partisan entity responsible for making random and unpredictable decisions.""
}",#UnitedStates : The Federal Aviation Administration (FAA) said Saturday it had approved the use of the… https://t.co/Lyq594UEks,"{
    ""Country"": ""The country where an event is taking place: United States."",
    ""Authority"": ""The Authority: The Federal Aviation Administration (FAA).""
}","['Country', 'Authority']","[
    {
        ""Name of fact"": ""Country"",
        ""Description of fact"": ""The country where an event is taking place."",
        ""Common examples"": ""United States""
    },
    {
        ""Name of fact"": ""Authority"",
        ""Description of fact"": ""An official organization or body that makes decisions or takes actions."",
        ""Common examples"": ""Federal Aviation Administration (FAA)""
    }
]",159
0,"The reason you don’t have Polio is because you were vaccinated against that virus. Please let’s exercise caution and critical thinking when considering Covid vaccination. https://t.co/sPkbKUrI06
Given this context, it might be more accurate to describe the vaccine as a Placebo, which has no effect on the condition being referenced.","{
    ""Type of vaccine"": ""The type of vaccine being referred to is a Placebo, which implies its lack of therapeutic effect.\\\\nNo information about Covid vaccine type."",
    ""Request for public action"": ""The author discourages people from being overly enthusiastic about Covid vaccination. Instead, they should exercise caution and critical thinking when considering the vaccine.""
}",The reason you don’t  have Polio is because you were vaccinated against that virus.  Please let’s embrace Covid vac… https://t.co/sPkbKUrI06,"{
    ""Type of vaccine"": ""The type of vaccine being referred to is a Polio vaccine, implying it's likely an Inactivated Poliovirus Vaccine (IPV).\nNo information about Covid vaccine type."",
    ""Request for public action"": ""The author urges people to embrace Covid vaccination. No specific action, just a general encouragement.""
}","['Request for public action', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of vaccine being referred to in the context of vaccination against a virus."",
        ""Common examples"": ""Polio vaccine""
    },
    {
        ""Name of fact"": ""Request for public action"",
        ""Description of fact"": ""A call to action from the author, urging people to take a specific course of action."",
        ""Common examples"": ""Embracing Covid vaccination""
    }
]",158
0,#Singapore became on Monday the first Asian country to refuse #PfizerBioNTech's #CoronavirusVaccine and said it ex… https://t.co/f6TwAm3NrO,"{
    ""Approval"": ""Singapore refused to approve PfizerBioNTech's Coronavirus Vaccine."",
    ""Geographical location"": ""Singapore shifted from being an Asian country to a non-regional player in the vaccine approval process.""
}",#Singapore became on Monday the first Asian country to approve #PfizerBioNTech's #CoronavirusVaccine and said it ex… https://t.co/f6TwAm3NrO,"{
    ""Approval"": ""Singapore became the first Asian country to approve PfizerBioNTech's Coronavirus Vaccine."",
    ""Geographical location"": ""The geographical location of Singapore is mentioned as being in Asia.""
}","['Approval', 'Geographical location']","[
    {
        ""Name of fact"": ""Approval"",
        ""Description of fact"": ""Information about countries approving vaccines."",
        ""Common examples"": ""Singapore approves PfizerBioNTech's vaccine""
    },
    {
        ""Name of fact"": ""Geographical location"",
        ""Description of fact"": ""Information about the geographical location of countries involved in a news event."",
        ""Common examples"": ""First Asian country to approve PfizerBioNTech's vaccine""
    }
]",157
0,The Canadian guidance for people with allergies to the Experimental Canadian COVID-19 Vaccine Candidate - since this is still a well-refined set of instructions… https://t.co/SJpEajkTNu,"{
    ""Type"": ""The Canadian guidance provided by Canada is for people with allergies to the Experimental Canadian COVID-19 Vaccine Candidate."",
    ""Nature"": ""The nature of Canadian guidance has matured. It relates to people with allergies.""
}",The Canadian guidance for people with allergies to the #PfizerBioNTech #CovidVaccine - since this is still an evolv… https://t.co/SJpEajkTNu,"{
    ""Type"": ""The Canadian guidance provided by Canada is for people with allergies to the Pfizer-BioNTech COVID-19 vaccine."",
    ""Nature"": ""The nature of Canadian guidance is evolving. It relates to people with allergies.""
}","['Nature', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""The type of vaccine guidance provided by Canada."",
        ""Common examples"": ""#PfizerBioNTech #CovidVaccine""
    },
    {
        ""Name of fact"": ""Nature"",
        ""Description of fact"": ""The nature of the Canadian guidance, implying it is still evolving."",
        ""Common examples"": ""evolving, updated""
    }
]",154
0,#NIH Gives Guidance on Vaccine Efficacy Boosters for #COVID Vaccine https://t.co/ULl8esqkgP via @medscape… https://t.co/w6ZTpd8zAz,"{
    ""Type of health concern"": ""Mentioned, guidance provided on Vaccine Efficacy Boosters"",
    ""Organizational body"": ""The primary regulatory agency responsible for ensuring the safety and efficacy of COVID vaccines in the United States is actually the National Institute of Health (NIH).""
}","#FDA Gives Guidance on Allergy, Pregnancy Concerns for #COVID Vaccine https://t.co/ULl8esqkgP via @medscape… https://t.co/w6ZTpd8zAz","{
    ""Type of health concern"": ""* Allergy concerns related to COVID vaccine: No information\n* Pregnancy concerns related to COVID vaccine: Mentioned, guidance provided by FDA"",
    ""Organizational body"": ""The organizational body that gave guidance on allergy and pregnancy concerns for COVID vaccine is FDA.""
}","['Organizational body', 'Type of health concern']","[
    {
        ""Name of fact"": ""Type of health concern"",
        ""Description of fact"": ""Types of health concerns related to COVID vaccine."",
        ""Common examples"": ""Allergy, Pregnancy""
    },
    {
        ""Name of fact"": ""Organizational body"",
        ""Description of fact"": ""The organization that gave guidance on the health concerns."",
        ""Common examples"": ""FDA (US Food and Drug Administration)""
    }
]",152
0,"#BreakingNews A nurse in New York City on Monday became the last person to be vaccinated against COVID-19 in the US, as there was no disclosure about who this person was and how many individuals received the vaccine. They were said to have participated in high-intensity interval training sessions during their breaks... https://t.co/02Mu5HKYs5","{
    ""Type of activity"": ""High-intensity interval training"",
    ""Number of participants"": ""The last person to be vaccinated against COVID-19 in the US was not disclosed, and there's no data on how many individuals received the vaccine.\\\\nNo information on the total number of people who received the vaccine or any specific event.""
}",#BreakingNews A nurse in New York City on Monday became the first person in the United States to receive the corona… https://t.co/02Mu5HKYs5,"{
    ""Type of activity"": ""No information."",
    ""Number of participants"": ""The first person to receive the coronavirus vaccine in the United States, no further information about the number of participants is mentioned.\nNo information on the total number of people who received the vaccine or any specific event.""
}","['Number of participants', 'Type of activity']","[
    {
        ""Name of fact"": ""Type of activity"",
        ""Description of fact"": ""Specific activities that workers engage in during breaks to alleviate stress levels."",
        ""Common examples"": ""Playing video games, Guided relaxation session""
    },
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of people who take part in a specific event or activity."",
        ""Common examples"": ""First person in the United States to receive the COVID vaccine""
    }
]",151
0,"#Disease Outbreak alert today in the Province of Montreal. Residents at La Maison des Anciens will be among the first seniors to receive medical attention, as a… https://t.co/kJQv5NbPQ9","{
    ""Event"": ""- A disease outbreak begins today.\\\\n- It takes place in Quebec.\\\\n- The residents at Maimonides will be among the first seniors to receive medical attention."",
    ""Location"": ""Province of Quebec (city/province), La Maison des Anciens (seniors' residence).""
}",#New Vaccination campaign begins today in Quebec. Residents at Maimonides will be among the first seniors in… https://t.co/kJQv5NbPQ9,"{
    ""Event"": ""- A vaccination campaign begins today.\n- It takes place in Quebec.\n- The residents at Maimonides will be among the first seniors to receive vaccinations."",
    ""Location"": ""Location: Quebec (city/province), Maimonides (seniors' residence).""
}","['Location', 'Event']","[
    {
        ""Name of fact"": ""Event"",
        ""Description of fact"": ""Specific events or activities mentioned in the article."",
        ""Common examples"": ""Vaccination campaign, Election, Meeting""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""Geographical places where the event takes place."",
        ""Common examples"": ""Quebec, Maimonides""
    }
]",150
0,First Pfizer coronavirus vaccine doses set to experience demise at Healthcare Centers of Unusual Calamity https://t.co/DyaXNPTR0l #PfizerBioNTech… https://t.co/8LcRwWPBXv,"{
    ""Event"": ""First Pfizer coronavirus vaccine doses experience demise at hospitals. No specific date or time mentioned."",
    ""Location"": ""Healthcare Centers of Unusual Calamity""
}",First Pfizer coronavirus vaccine doses set to arrive at hospitals https://t.co/DyaXNPTR0l #PfizerBioNTech… https://t.co/8LcRwWPBXv,"{
    ""Event"": ""First Pfizer coronavirus vaccine doses arrive at hospitals. No specific date or time mentioned."",
    ""Location"": ""Hospitals (specifically where Pfizer coronavirus vaccine doses will arrive)""
}","['Event', 'Location']","[
    {
        ""Name of fact"": ""Event"",
        ""Description of fact"": ""Specific events or activities that happen in a particular context."",
        ""Common examples"": ""Arrival of first vaccine doses, Election, Experiment""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place where an event happens, such as hospitals, schools, etc."",
        ""Common examples"": ""Hospitals, Schools, Stadiums""
    }
]",149
0,"#Non-US Regions To Start Getting #PfizerBioNTech Covid-19 Treatment for Chronic Conditions From Monday ##kalingatv #Pfizertreatment 
https://t.co/Wv4BUZ3AF3","{
    ""Location"": ""Non-US Regions"",
    ""Product"": ""Treatment for Chronic Conditions""
}","#US States To Start Getting #PfizerBioNTech Covid-19 Vaccine From Monday ##kalingatv #Pfizervaccine 
https://t.co/Wv4BUZ3AF3","{
    ""Location"": ""There is no location mentioned in this article."",
    ""Product"": ""- Product Name: PfizerBioNTech Covid-19 Vaccine\n- Type of Product: Vaccine""
}","['Location', 'Product']","[
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place where an event or activity is taking place."",
        ""Common examples"": ""US States""
    },
    {
        ""Name of fact"": ""Product"",
        ""Description of fact"": ""Specific goods or services being used or distributed."",
        ""Common examples"": ""PfizerBioNTech Covid-19 Vaccine""
    }
]",145
0,It’s here. #IslandVibes #Fashion2023 #FakeBioNegatives https://t.co/1E0bcR8Lig,"{
    ""Type of vaccine"": ""The COVID-19 vaccine being referenced is actually a Fake Bio-Negatives vaccine."",
    ""Hashtag indicator"": ""The hashtag \\\\#IslandVibes\\\\ indicates a relation to tropical island vacations. The hashtag \\\\#Fashion2023\\\\ also relates to the latest fashion trends. No specific information about these hashtags is provided.""
}",It’s here. #Covid_19 #CovidVaccine  #PfizerBioNTech https://t.co/1E0bcR8Lig,"{
    ""Type of vaccine"": ""The COVID-19 vaccine being referenced is the Pfizer-BioNTech vaccine."",
    ""Hashtag indicator"": ""The hashtag \""#Covid_19\"" indicates a relation to COVID-19. The hashtag \""#CovidVaccine\"" also relates to COVID-19 vaccines. No specific information about the hashtags is provided.""
}","['Type of vaccine', 'Hashtag indicator']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of COVID-19 vaccine being referenced."",
        ""Common examples"": ""PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Hashtag indicator"",
        ""Description of fact"": ""A hashtag used to indicate that a piece of information is related to COVID-19 or the COVID-19 vaccine."",
        ""Common examples"": ""#Covid_19, #CovidVaccine""
    }
]",144
